"spec_id","base_case","D","n_vector","n_tilde","m","alpha","rho","pi_w","pi_in","win_scale_global","win_scale_bias","input_bound","launch_seed","rationale"
"cap1000_d10n100eq_a0p65_r0p9_w0p05_boundtanh","cap1000_d10n100eq",10,"100;100;100;100;100;100;100;100;100;100","100;100;100;100;100;100;100;100;100",100,0.65,0.9,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d10n100eq: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.050, input_bound=tanh."
"cap1000_d10n100eq_a0p65_r0p9_w0p025_boundnone","cap1000_d10n100eq",10,"100;100;100;100;100;100;100;100;100;100","100;100;100;100;100;100;100;100;100",100,0.65,0.9,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d10n100eq: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.025, input_bound=none."
"cap1000_d10n100eq_a0p65_r0p9_w0p025_boundtanh","cap1000_d10n100eq",10,"100;100;100;100;100;100;100;100;100;100","100;100;100;100;100;100;100;100;100",100,0.65,0.9,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d10n100eq: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p95_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.95,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p95_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.95,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p95_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.95,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p95_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.95,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p95_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.95,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p95_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.95,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p93_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.93,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p93_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.93,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p93_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.93,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p93_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.93,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p93_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.93,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p93_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.93,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p9_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.9,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p9_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.9,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p9_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.9,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p9_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.9,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p92_r0p9_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.9,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p92_r0p9_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.92,0.9,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p95_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.95,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p95_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.95,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p95_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.95,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p95_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.95,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p95_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.95,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p95_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.95,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p93_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.93,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p93_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.93,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p93_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.93,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p93_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.93,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p93_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.93,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p93_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.93,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p9_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.9,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p9_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.9,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p9_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.9,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p9_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.9,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p8_r0p9_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.9,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p8_r0p9_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.8,0.9,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p95_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.95,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.950, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p95_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.95,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.950, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p95_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.95,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.950, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p95_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.95,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.950, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p95_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.95,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.950, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p95_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.95,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.950, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p93_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.93,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.930, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p93_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.93,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.930, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p93_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.93,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.930, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p93_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.93,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.930, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p93_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.93,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.930, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p93_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.93,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.930, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p9_w0p1_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.9,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.100, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p9_w0p1_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.9,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p9_w0p05_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.9,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.050, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p9_w0p05_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.9,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n400x300x300_a0p65_r0p9_w0p025_boundnone","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.9,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.025, input_bound=none."
"cap1000_d3n400x300x300_a0p65_r0p9_w0p025_boundtanh","cap1000_d3n400x300x300",3,"400;300;300","400;300",100,0.65,0.9,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n400x300x300: total units=1000, alpha=0.650, rho=0.900, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p95_w0p1_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.95,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.100, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p95_w0p1_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.95,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p95_w0p05_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.95,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.050, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p95_w0p05_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.95,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p95_w0p025_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.95,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.025, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p95_w0p025_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.95,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.950, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p93_w0p1_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.93,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.100, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p93_w0p1_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.93,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p93_w0p05_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.93,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.050, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p93_w0p05_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.93,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p93_w0p025_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.93,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.025, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p93_w0p025_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.93,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.930, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p9_w0p1_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.9,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.100, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p9_w0p1_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.9,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p9_w0p05_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.9,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.050, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p9_w0p05_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.9,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n333x334x333_a0p92_r0p9_w0p025_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.9,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.025, input_bound=none."
"cap1000_d3n333x334x333_a0p92_r0p9_w0p025_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.92,0.9,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.920, rho=0.900, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p95_w0p1_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.95,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.100, input_bound=none."
"cap1000_d3n333x334x333_a0p8_r0p95_w0p1_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.95,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p95_w0p05_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.95,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.050, input_bound=none."
"cap1000_d3n333x334x333_a0p8_r0p95_w0p05_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.95,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p95_w0p025_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.95,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.025, input_bound=none."
"cap1000_d3n333x334x333_a0p8_r0p95_w0p025_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.95,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.950, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p93_w0p1_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.93,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.100, input_bound=none."
"cap1000_d3n333x334x333_a0p8_r0p93_w0p1_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.93,0.03,1,0.1,0.1,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.100, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p93_w0p05_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.93,0.03,1,0.05,0.05,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.050, input_bound=none."
"cap1000_d3n333x334x333_a0p8_r0p93_w0p05_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.93,0.03,1,0.05,0.05,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.050, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p93_w0p025_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.93,0.03,1,0.025,0.025,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.025, input_bound=none."
"cap1000_d3n333x334x333_a0p8_r0p93_w0p025_boundtanh","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.93,0.03,1,0.025,0.025,"tanh",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.930, win/bias scale=0.025, input_bound=tanh."
"cap1000_d3n333x334x333_a0p8_r0p9_w0p1_boundnone","cap1000_d3n333x334x333",3,"333;334;333","333;334",100,0.8,0.9,0.03,1,0.1,0.1,"none",20260512,"Repair screen for cap1000_d3n333x334x333: total units=1000, alpha=0.800, rho=0.900, win/bias scale=0.100, input_bound=none."
